College_ID,IQ,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement,Gender,MBA_Percentage,SSC_Percentage,HSC_Percentage,Salary,placement_success,Specialization
CLG0091,90,7.5,7.6,5,Yes,10,1,4,No,Male,94.57,63.04,77.03,0,Unplaced,Finance
CLG0010,126,6.94,7.42,8,Yes,3,8,1,No,Male,78.28,89.96,61.53,0,Unplaced,IT
CLG0045,106,8.07,8.51,2,No,10,5,3,No,Male,79.0,63.58,61.38,0,Unplaced,HR
CLG0095,81,5.28,5.21,3,No,0,8,5,No,Female,75.44,51.66,88.89,0,Unplaced,Finance
CLG0065,113,7.53,7.75,8,No,5,10,3,Yes,Male,98.67,75.85,98.13,600000,Unplaced,IT
CLG0050,131,9.35,9.68,9,Yes,2,3,2,Yes,Female,87.89,59.83,66.18,1000000,High,IT
CLG0032,115,6.07,6.47,10,No,1,6,3,No,Male,63.33,87.89,84.4,0,Unplaced,HR
CLG0061,77,7.13,6.7,8,Yes,3,7,3,No,Male,94.52,82.06,62.9,0,Unplaced,Finance
CLG0016,92,9.7,9.5,4,Yes,8,8,0,No,Male,79.22,96.18,96.4,0,Unplaced,HR
CLG0006,119,7.14,6.96,6,No,7,7,0,No,Male,62.75,89.15,83.65,0,Unplaced,Finance
CLG0066,89,6.79,6.72,5,Yes,6,7,3,No,Female,81.99,59.04,90.13,0,Unplaced,Operations
CLG0062,106,7.2,6.87,4,No,1,2,5,No,Female,76.69,90.01,52.47,0,Unplaced,Marketing
CLG0066,111,7.6,7.6,9,Yes,0,3,4,No,Male,95.11,82.09,79.93,0,Unplaced,Marketing
CLG0067,86,8.16,8.32,10,No,6,6,1,No,Male,68.16,83.45,76.38,0,Unplaced,Marketing
CLG0019,99,9.0,9.0,3,No,9,3,5,No,Female,93.06,91.61,64.65,0,Unplaced,HR
CLG0004,51,7.26,7.43,1,No,4,9,0,No,Male,82.31,78.69,63.12,0,Unplaced,Operations
CLG0043,84,9.09,8.66,7,No,10,9,5,Yes,Male,62.18,73.3,79.0,800000,Unplaced,Finance
CLG0018,96,7.67,8.05,10,Yes,7,6,5,No,Male,98.87,81.83,85.32,0,Unplaced,IT
CLG0082,81,6.69,7.13,8,Yes,4,1,4,No,Female,80.5,64.9,51.66,0,Unplaced,Finance
CLG0046,124,8.29,8.41,3,No,9,1,5,Yes,Female,71.64,59.13,78.37,1200000,High,IT
CLG0046,78,8.59,8.97,3,No,4,4,3,No,Female,78.78,80.83,58.52,0,Unplaced,Finance
CLG0085,93,7.79,7.42,6,No,7,10,2,No,Male,94.31,61.69,57.02,0,Unplaced,Operations
CLG0021,101,5.28,5.58,2,No,8,8,0,No,Male,72.2,54.0,81.16,0,Unplaced,IT
CLG0030,121,5.85,5.47,6,No,1,3,5,No,Female,67.71,50.03,65.54,0,Unplaced,HR
CLG0064,78,6.43,6.34,5,No,7,4,0,No,Female,65.16,80.42,72.04,0,Unplaced,Finance
CLG0041,117,6.41,6.23,7,No,6,6,2,No,Female,71.91,68.11,68.0,0,Unplaced,Finance
CLG0017,100,8.37,8.46,9,No,7,9,3,Yes,Female,91.2,87.62,82.42,1000000,High,IT
CLG0005,85,5.09,4.89,9,No,2,4,0,No,Male,78.87,68.76,73.51,0,Unplaced,HR
CLG0005,106,8.78,8.92,1,No,3,3,3,No,Female,69.1,74.3,98.17,0,Unplaced,HR
CLG0073,102,6.33,6.2,7,No,6,10,4,No,Male,66.65,70.35,67.62,0,Unplaced,Operations
CLG0075,90,6.55,6.91,3,No,4,10,0,No,Female,73.31,82.53,87.01,0,Unplaced,HR
CLG0048,101,7.64,7.77,4,Yes,6,9,3,No,Male,97.6,67.81,62.86,0,Unplaced,HR
CLG0078,94,6.08,5.8,2,Yes,5,7,4,No,Female,73.72,98.19,75.44,0,Unplaced,HR
CLG0038,101,9.42,9.26,1,No,3,9,5,Yes,Female,99.52,96.81,77.63,400000,Average,Marketing
CLG0006,109,5.43,5.78,10,Yes,1,10,0,No,Female,79.41,92.4,66.46,0,Unplaced,Operations
CLG0058,123,7.22,7.11,3,Yes,5,6,1,No,Female,67.17,96.02,73.59,0,Unplaced,Finance
CLG0014,81,9.25,9.29,10,No,5,4,3,No,Male,95.65,72.46,63.96,0,Unplaced,IT
CLG0072,131,8.08,8.23,9,No,5,5,4,Yes,Female,78.41,76.82,50.3,600000,Unplaced,Finance
CLG0094,70,6.46,6.31,1,Yes,0,10,5,No,Male,88.39,87.1,60.78,0,Unplaced,Operations
CLG0059,97,7.1,6.89,3,No,5,2,1,No,Male,99.35,84.81,85.0,0,Unplaced,IT
CLG0065,108,8.53,8.51,5,Yes,1,3,3,No,Male,62.01,94.53,88.55,0,Unplaced,Operations
CLG0089,104,9.87,9.58,3,No,9,5,0,No,Male,63.87,85.82,64.01,0,Unplaced,HR
CLG0013,90,9.47,9.25,4,No,4,3,5,No,Female,88.82,99.89,70.4,0,Unplaced,IT
CLG0027,96,6.71,6.27,4,No,6,3,3,No,Male,71.27,67.43,51.87,0,Unplaced,HR
CLG0025,92,9.99,9.79,1,Yes,9,9,4,Yes,Male,67.37,91.65,61.85,300000,Average,Finance
CLG0056,91,5.02,4.84,6,Yes,0,4,0,No,Male,61.57,84.88,88.96,0,Unplaced,Finance
CLG0068,112,5.14,5.6,7,Yes,4,4,0,No,Female,60.87,84.57,80.3,0,Unplaced,IT
CLG0059,105,9.12,9.21,7,Yes,8,1,5,No,Female,90.98,66.29,60.29,0,Unplaced,IT
CLG0095,89,6.0,6.29,6,No,2,7,0,No,Female,65.38,89.28,62.87,0,Unplaced,Operations
CLG0049,113,5.3,4.85,7,No,1,10,2,Yes,Female,78.71,95.02,90.84,600000,Unplaced,Operations
CLG0018,104,6.19,5.8,3,Yes,9,9,4,No,Male,84.24,60.93,60.45,0,Unplaced,HR
CLG0081,112,7.13,7.44,5,Yes,1,8,1,No,Male,77.13,81.27,66.71,0,Unplaced,IT
CLG0075,109,8.65,8.77,7,Yes,2,2,0,No,Female,61.08,69.61,83.22,0,Unplaced,Finance
CLG0076,87,8.12,7.81,10,No,0,6,4,No,Male,91.34,99.48,78.06,0,Unplaced,Operations
CLG0003,91,6.19,6.09,5,Yes,1,10,2,No,Male,60.42,73.94,73.04,0,Unplaced,Operations
CLG0079,111,7.52,7.56,10,Yes,5,10,2,Yes,Male,90.48,61.42,94.99,300000,Average,Finance
CLG0057,109,9.63,9.97,2,Yes,7,5,5,No,Female,95.73,69.09,60.99,0,Unplaced,Operations
CLG0006,99,9.08,8.64,6,No,3,8,0,No,Female,77.31,82.69,87.07,0,Unplaced,HR
CLG0069,101,6.62,6.72,7,Yes,1,1,4,No,Male,81.42,53.8,57.95,0,Unplaced,IT
CLG0031,119,9.91,10.13,2,No,4,9,2,Yes,Female,79.08,80.18,80.79,1000000,High,Finance
CLG0008,91,8.54,9.02,10,No,2,9,0,No,Female,75.57,96.56,93.53,0,Unplaced,IT
CLG0010,108,5.31,5.62,8,Yes,4,7,5,No,Female,95.5,92.52,72.9,0,Unplaced,Operations
CLG0003,96,5.18,4.96,5,Yes,2,8,3,No,Female,95.76,53.38,86.21,0,Unplaced,Operations
CLG0012,96,5.84,6.05,8,No,10,9,3,No,Female,73.43,99.67,91.02,0,Unplaced,Finance
CLG0092,116,8.64,8.9,3,No,3,5,3,Yes,Male,84.6,84.94,56.8,800000,Unplaced,HR
CLG0076,112,5.92,6.15,2,Yes,4,2,1,No,Female,97.08,58.11,85.29,0,Unplaced,Marketing
CLG0094,112,7.56,7.88,7,Yes,6,1,4,No,Male,98.48,50.62,95.99,0,Unplaced,Finance
CLG0019,119,5.47,5.87,5,Yes,1,5,5,No,Male,80.36,58.56,78.82,0,Unplaced,Marketing
CLG0021,100,9.6,9.2,5,No,5,8,3,Yes,Female,78.11,91.91,59.31,1000000,High,Marketing
CLG0081,110,6.72,6.32,8,No,5,10,2,No,Male,71.15,51.08,56.35,0,Unplaced,HR
CLG0014,95,9.54,9.84,9,No,5,4,1,No,Male,98.35,61.66,62.99,0,Unplaced,Marketing
CLG0075,104,9.72,9.47,8,Yes,6,4,3,No,Male,65.71,87.87,55.18,0,Unplaced,Marketing
CLG0029,98,5.03,4.59,10,No,10,4,0,No,Female,83.19,79.31,75.67,0,Unplaced,HR
CLG0007,101,7.32,7.22,2,No,2,8,2,No,Female,71.3,89.14,53.49,0,Unplaced,Marketing
CLG0049,108,5.12,5.44,10,Yes,4,7,1,No,Male,71.16,87.31,61.17,0,Unplaced,Marketing
CLG0065,87,9.54,9.17,7,No,8,1,1,No,Female,76.2,52.53,72.0,0,Unplaced,Marketing
CLG0007,131,7.59,7.76,5,No,8,10,2,Yes,Female,99.95,94.63,73.7,600000,Unplaced,Finance
CLG0014,84,5.37,4.87,7,Yes,6,6,3,No,Female,62.2,61.35,78.27,0,Unplaced,Finance
CLG0016,81,5.55,5.16,3,Yes,8,4,5,No,Female,83.14,77.67,85.28,0,Unplaced,Finance
CLG0099,117,6.92,6.77,4,Yes,2,2,5,No,Male,63.3,82.21,52.36,0,Unplaced,HR
CLG0016,111,9.7,9.28,7,No,6,3,0,No,Male,66.18,58.43,54.03,0,Unplaced,Operations
CLG0085,109,8.46,8.81,2,No,0,4,0,No,Female,77.58,98.81,53.04,0,Unplaced,Marketing
CLG0013,109,9.34,9.7,2,No,6,10,5,Yes,Female,80.42,74.41,71.16,400000,Average,Marketing
CLG0082,99,6.83,7.09,1,Yes,2,7,5,No,Male,70.35,52.88,52.09,0,Unplaced,HR
CLG0029,86,5.22,4.96,1,No,2,1,0,No,Male,72.66,96.86,87.3,0,Unplaced,Marketing
CLG0085,101,9.87,9.89,1,Yes,6,1,1,No,Female,63.48,79.31,61.15,0,Unplaced,Finance
CLG0073,89,5.09,4.77,6,Yes,7,3,3,No,Male,72.13,84.96,96.96,0,Unplaced,Operations
CLG0095,114,9.74,9.52,5,Yes,3,2,5,Yes,Female,98.66,76.26,74.32,400000,Average,IT
CLG0061,97,6.84,6.86,10,Yes,0,3,5,No,Female,97.79,91.74,72.32,0,Unplaced,Marketing
CLG0037,87,5.05,5.29,8,No,4,3,2,No,Male,73.4,51.66,89.03,0,Unplaced,Finance
CLG0017,95,8.45,8.04,5,Yes,9,1,4,No,Male,82.83,63.42,85.66,0,Unplaced,IT
CLG0031,106,9.9,9.7,1,Yes,3,6,0,No,Female,96.38,73.48,80.37,0,Unplaced,Operations
CLG0059,91,9.83,10.26,8,No,8,8,2,Yes,Female,60.25,53.83,96.76,400000,Average,IT
CLG0088,87,5.8,5.73,6,No,2,5,5,No,Male,92.43,85.3,71.11,0,Unplaced,Finance
CLG0047,103,5.91,6.35,8,Yes,3,1,5,No,Female,97.93,69.68,90.43,0,Unplaced,IT
CLG0006,103,7.83,8.32,2,Yes,9,10,2,Yes,Male,63.65,63.63,69.0,600000,Unplaced,HR
CLG0032,92,8.19,8.22,10,Yes,2,7,5,No,Female,66.46,50.17,91.92,0,Unplaced,IT
CLG0031,92,8.7,8.49,8,No,2,10,0,No,Male,98.43,85.99,62.97,0,Unplaced,Marketing
CLG0018,103,5.91,6.2,6,No,6,9,4,No,Male,81.5,91.69,64.46,0,Unplaced,Marketing
CLG0009,78,9.8,9.46,1,No,4,7,1,No,Male,60.57,69.75,83.89,0,Unplaced,HR
CLG0003,78,8.19,7.94,1,Yes,4,9,1,No,Female,70.31,78.21,60.64,0,Unplaced,Finance
CLG0071,89,9.24,9.52,10,No,3,10,3,Yes,Female,78.0,61.38,61.46,600000,Unplaced,Marketing
CLG0026,96,7.7,7.63,5,No,9,9,5,No,Male,87.72,81.11,65.26,0,Unplaced,Operations
CLG0013,104,7.07,6.77,7,Yes,7,2,1,No,Female,89.33,50.61,83.95,0,Unplaced,Marketing
CLG0034,122,9.89,10.04,4,No,0,8,2,Yes,Male,99.82,74.43,94.47,300000,Average,Marketing
CLG0043,112,7.91,8.14,10,No,10,7,1,No,Male,71.5,82.21,83.73,0,Unplaced,Finance
CLG0093,97,9.33,8.96,5,No,8,7,3,No,Female,81.53,95.91,91.39,0,Unplaced,IT
CLG0033,99,9.77,9.55,10,No,10,2,2,No,Female,81.33,69.07,77.18,0,Unplaced,Marketing
CLG0069,84,8.38,8.1,3,No,8,1,2,No,Male,76.23,88.26,53.45,0,Unplaced,HR
CLG0036,99,7.74,7.62,2,No,10,4,4,No,Female,66.77,79.88,55.02,0,Unplaced,IT
CLG0079,95,5.02,5.28,2,No,4,7,5,No,Female,99.1,96.35,77.72,0,Unplaced,Operations
CLG0074,104,5.2,5.41,5,No,0,6,0,No,Male,94.13,69.92,66.39,0,Unplaced,Finance
CLG0068,87,6.0,6.16,4,Yes,1,10,0,No,Male,79.93,65.95,61.03,0,Unplaced,Operations
CLG0047,107,5.93,5.44,2,No,1,2,0,No,Female,84.13,94.36,73.31,0,Unplaced,IT
CLG0061,122,6.27,5.91,5,Yes,5,7,3,No,Male,69.09,52.46,83.32,0,Unplaced,IT
CLG0045,98,6.52,6.24,10,Yes,9,10,1,No,Male,81.75,56.82,69.25,0,Unplaced,IT
CLG0096,106,6.8,6.57,9,No,8,9,0,No,Female,87.8,54.12,90.13,0,Unplaced,Operations
CLG0088,110,7.1,6.75,8,No,2,2,1,No,Male,80.61,92.16,86.93,0,Unplaced,IT
CLG0084,93,5.49,5.4,9,No,7,10,0,No,Male,99.61,50.53,86.75,0,Unplaced,Operations
CLG0048,103,5.21,4.79,9,No,1,5,4,No,Female,84.45,93.08,99.26,0,Unplaced,IT
CLG0041,100,8.37,8.62,8,No,4,2,1,No,Female,74.84,72.56,64.76,0,Unplaced,HR
CLG0038,101,7.69,7.98,9,No,3,1,3,No,Male,90.89,50.2,82.24,0,Unplaced,IT
CLG0068,88,7.22,7.29,4,No,4,7,5,No,Male,66.82,70.08,92.77,0,Unplaced,Operations
CLG0075,100,8.17,7.76,8,Yes,3,2,5,No,Female,75.38,59.34,78.98,0,Unplaced,Marketing
CLG0011,107,9.14,9.53,2,No,0,6,3,No,Female,73.88,81.22,89.48,0,Unplaced,IT
CLG0016,121,7.14,7.61,9,No,0,7,1,No,Female,77.27,83.97,70.72,0,Unplaced,Marketing
CLG0065,114,8.21,7.91,9,No,5,1,5,No,Female,91.27,74.38,79.52,0,Unplaced,HR
CLG0097,132,9.77,9.97,3,No,7,9,3,Yes,Male,79.37,52.03,52.78,300000,Average,Finance
CLG0071,88,9.2,9.54,6,No,6,6,2,No,Female,91.76,82.81,99.29,0,Unplaced,HR
CLG0067,113,7.13,7.17,7,Yes,3,2,3,No,Female,83.06,92.1,90.0,0,Unplaced,IT
CLG0071,102,8.22,8.04,3,Yes,4,1,4,No,Male,73.68,86.02,93.44,0,Unplaced,Marketing
CLG0001,132,5.89,5.87,5,No,7,1,4,No,Female,92.4,91.5,84.71,0,Unplaced,Marketing
CLG0097,87,7.8,7.81,1,No,5,2,1,No,Male,69.53,60.03,59.3,0,Unplaced,Operations
CLG0071,87,9.91,9.81,3,Yes,7,9,3,Yes,Female,68.98,94.44,51.55,800000,Unplaced,Marketing
CLG0004,91,7.59,8.02,8,No,5,2,1,No,Female,80.18,66.11,93.23,0,Unplaced,Operations
CLG0082,68,9.64,9.88,3,No,7,1,0,No,Female,70.43,50.67,69.82,0,Unplaced,Finance
CLG0037,92,7.04,6.78,8,Yes,3,4,2,No,Male,60.36,92.17,63.19,0,Unplaced,IT
CLG0014,88,9.99,10.08,9,No,9,9,1,No,Male,85.93,97.09,78.08,0,Unplaced,Operations
CLG0079,102,7.9,8.09,6,Yes,1,8,1,No,Female,80.44,82.78,71.04,0,Unplaced,Finance
CLG0025,105,5.21,4.85,7,No,2,7,1,No,Male,77.82,61.57,82.58,0,Unplaced,Marketing
CLG0082,128,7.93,7.79,6,No,4,8,5,Yes,Male,98.68,62.59,74.19,600000,Unplaced,Marketing
CLG0004,114,6.37,6.78,8,No,3,2,1,No,Male,82.85,73.33,84.86,0,Unplaced,Finance
CLG0066,91,5.16,5.23,7,No,4,5,5,No,Male,94.54,94.89,92.67,0,Unplaced,Marketing
CLG0043,86,9.1,8.82,10,No,0,7,4,No,Male,65.58,57.48,59.78,0,Unplaced,Finance
CLG0026,107,6.38,6.0,1,No,0,1,2,No,Male,82.77,91.3,66.47,0,Unplaced,Operations
CLG0084,80,8.98,9.0,3,Yes,1,6,0,No,Female,94.72,64.57,71.84,0,Unplaced,Operations
CLG0015,127,6.44,6.49,3,No,10,7,2,No,Female,83.32,90.43,98.1,0,Unplaced,Finance
CLG0006,117,5.97,5.8,3,No,1,8,1,No,Male,88.72,96.01,68.27,0,Unplaced,Operations
CLG0037,92,9.87,10.0,4,Yes,7,5,4,No,Female,74.88,71.37,69.05,0,Unplaced,Operations
CLG0043,74,6.81,6.38,1,No,9,8,0,No,Female,63.7,68.25,82.67,0,Unplaced,Operations
CLG0042,120,8.01,7.66,2,Yes,3,10,5,Yes,Female,78.32,90.11,70.96,1200000,High,HR
CLG0013,98,8.05,8.1,5,No,5,1,1,No,Female,75.78,76.47,97.56,0,Unplaced,IT
CLG0016,118,7.8,7.36,6,Yes,1,4,5,No,Male,94.68,84.22,94.72,0,Unplaced,Marketing
CLG0042,76,9.57,9.95,9,Yes,0,6,1,No,Female,69.76,81.14,75.67,0,Unplaced,HR
CLG0038,91,8.37,8.01,2,No,6,4,3,No,Female,98.67,57.64,82.24,0,Unplaced,Operations
CLG0066,100,7.02,7.19,9,No,3,5,2,No,Male,98.33,92.24,52.9,0,Unplaced,Finance
CLG0065,100,9.31,9.2,7,No,3,2,2,No,Male,69.91,59.79,84.79,0,Unplaced,Operations
CLG0005,93,5.91,5.81,9,No,1,7,2,No,Female,73.92,96.61,85.36,0,Unplaced,IT
CLG0030,109,7.72,7.98,4,Yes,8,9,3,No,Female,95.82,62.53,67.96,0,Unplaced,Operations
CLG0095,83,9.75,9.75,7,Yes,1,7,4,No,Female,98.66,86.69,60.98,0,Unplaced,Finance
CLG0043,97,8.13,8.36,1,Yes,4,1,4,No,Female,77.74,64.23,95.75,0,Unplaced,IT
CLG0032,101,9.08,9.09,8,No,5,2,4,No,Female,72.84,65.89,71.34,0,Unplaced,Operations
CLG0067,107,8.27,8.36,7,Yes,2,8,5,Yes,Female,81.04,65.5,82.69,300000,Average,IT
CLG0067,110,9.2,9.46,7,No,10,1,0,No,Male,87.51,87.39,51.67,0,Unplaced,Marketing
CLG0042,83,9.72,9.83,2,Yes,2,2,3,No,Female,70.94,77.84,70.7,0,Unplaced,Marketing
CLG0005,76,6.36,6.48,10,Yes,5,5,3,No,Female,89.46,94.15,90.86,0,Unplaced,Operations
CLG0099,119,5.85,6.14,9,Yes,4,6,4,No,Male,62.07,65.37,69.38,0,Unplaced,IT
CLG0086,104,7.42,7.87,8,No,4,1,4,No,Male,61.97,84.6,80.16,0,Unplaced,Finance
CLG0096,88,8.51,8.39,1,Yes,4,1,4,No,Male,75.45,87.65,60.49,0,Unplaced,Operations
CLG0059,123,6.14,6.22,1,Yes,8,2,3,No,Male,74.14,57.57,70.83,0,Unplaced,Marketing
CLG0023,101,5.02,4.61,5,No,7,3,4,No,Female,72.63,70.03,96.38,0,Unplaced,Marketing
CLG0008,117,6.71,6.57,2,Yes,3,9,2,Yes,Female,79.64,74.14,78.32,800000,Unplaced,Operations
CLG0068,101,9.84,9.75,1,No,5,3,4,No,Female,72.83,67.78,95.1,0,Unplaced,IT
CLG0070,130,8.47,8.81,10,No,4,8,2,Yes,Female,67.69,66.11,95.1,1000000,High,Marketing
CLG0091,126,7.01,7.02,8,Yes,10,6,1,No,Female,72.38,84.32,97.21,0,Unplaced,IT
CLG0019,96,5.96,6.19,4,No,5,10,1,No,Female,99.0,60.79,94.77,0,Unplaced,Marketing
CLG0044,114,6.78,6.3,2,No,10,5,3,No,Male,76.44,85.47,50.16,0,Unplaced,Marketing
CLG0093,109,5.85,5.81,5,No,7,9,0,No,Female,77.79,96.75,96.7,0,Unplaced,HR
CLG0038,120,5.53,5.93,6,Yes,5,8,5,Yes,Male,83.06,78.26,56.87,300000,Average,Marketing
CLG0044,85,9.53,9.25,8,Yes,5,3,1,No,Male,99.33,80.57,52.0,0,Unplaced,Finance
CLG0006,110,9.99,9.52,7,No,1,7,3,No,Female,69.66,53.45,52.77,0,Unplaced,Operations
CLG0003,115,5.82,5.75,7,Yes,6,4,3,No,Male,87.25,93.22,67.45,0,Unplaced,Operations
CLG0096,73,5.27,5.47,1,No,2,8,2,No,Female,88.64,64.27,81.04,0,Unplaced,IT
CLG0080,82,6.65,6.6,3,No,6,7,2,No,Male,84.29,80.75,70.12,0,Unplaced,Marketing
CLG0033,69,7.31,7.27,3,Yes,4,3,4,No,Female,63.54,98.96,51.28,0,Unplaced,Finance
CLG0066,95,6.02,6.19,7,No,3,7,5,No,Male,87.07,79.78,73.82,0,Unplaced,IT
CLG0058,110,6.51,6.26,2,Yes,9,6,1,No,Female,62.56,86.24,72.11,0,Unplaced,HR
CLG0026,122,6.0,6.25,10,Yes,0,6,2,No,Female,83.85,72.27,87.84,0,Unplaced,IT
CLG0099,101,8.87,8.52,7,No,7,10,0,No,Female,89.58,53.02,63.98,0,Unplaced,IT
CLG0028,124,8.56,8.46,9,Yes,1,3,5,Yes,Female,68.44,89.88,60.88,300000,Average,Marketing
CLG0043,79,8.17,8.33,1,No,9,4,3,No,Female,93.66,51.75,62.8,0,Unplaced,HR
CLG0075,74,6.94,7.27,2,No,7,4,5,No,Male,61.21,85.03,65.19,0,Unplaced,IT
CLG0088,99,9.55,9.84,6,No,6,6,4,No,Male,93.75,51.15,79.96,0,Unplaced,Finance
CLG0016,105,9.85,10.07,2,No,2,9,2,Yes,Male,78.41,93.12,73.58,1000000,High,Finance
CLG0089,99,5.87,5.73,2,Yes,10,5,2,No,Female,68.7,57.88,66.84,0,Unplaced,Operations
CLG0023,68,6.12,5.74,5,No,6,8,2,No,Male,65.35,75.71,68.72,0,Unplaced,HR
CLG0059,98,7.63,7.35,7,No,0,5,5,No,Female,98.13,79.86,68.55,0,Unplaced,HR
CLG0035,80,5.46,5.82,4,Yes,4,6,1,No,Female,62.91,72.88,98.62,0,Unplaced,Operations
CLG0089,110,7.18,7.54,6,Yes,1,6,5,No,Male,67.96,67.04,61.65,0,Unplaced,IT
CLG0041,105,7.91,8.36,3,No,1,4,2,No,Male,73.91,73.39,90.9,0,Unplaced,HR
CLG0097,85,7.61,7.19,4,Yes,2,10,5,No,Female,84.81,65.57,85.41,0,Unplaced,Finance
CLG0022,92,6.65,6.69,4,No,6,10,3,No,Male,81.79,71.91,50.28,0,Unplaced,Finance
CLG0074,84,7.71,7.86,4,No,1,5,2,No,Female,65.03,67.95,99.66,0,Unplaced,Marketing
CLG0001,99,9.79,10.0,1,Yes,3,4,5,No,Female,71.59,78.31,87.82,0,Unplaced,HR
CLG0046,114,6.03,6.17,4,No,3,2,0,No,Female,69.55,61.9,84.12,0,Unplaced,IT
CLG0022,85,8.27,8.54,4,Yes,0,2,2,No,Female,68.54,99.43,70.27,0,Unplaced,Operations
CLG0032,107,5.22,5.08,6,Yes,6,8,4,No,Female,76.45,75.04,77.76,0,Unplaced,Operations
CLG0087,92,5.33,5.01,9,No,3,4,4,No,Male,88.16,59.71,62.66,0,Unplaced,IT
CLG0030,88,7.76,7.46,10,Yes,0,9,0,No,Male,68.7,73.85,51.77,0,Unplaced,Marketing
CLG0087,98,5.52,5.03,6,No,2,6,4,No,Female,74.67,93.32,91.8,0,Unplaced,Operations
CLG0043,84,5.11,4.96,6,No,7,5,1,No,Female,75.64,51.09,94.82,0,Unplaced,HR
CLG0012,91,5.86,5.45,7,No,3,7,3,No,Male,99.06,83.98,58.12,0,Unplaced,Marketing
CLG0083,82,7.82,7.64,7,Yes,0,6,3,No,Male,98.19,77.4,89.35,0,Unplaced,HR
CLG0071,129,8.52,8.65,1,No,6,4,1,No,Female,92.01,58.48,87.06,0,Unplaced,Finance
CLG0027,100,6.01,6.4,8,No,7,10,4,No,Male,69.67,90.87,58.92,0,Unplaced,Marketing
CLG0026,89,8.34,8.68,1,No,4,9,0,No,Female,62.72,68.44,71.09,0,Unplaced,Operations
CLG0018,103,5.91,5.66,9,Yes,8,6,0,No,Male,72.68,64.69,71.14,0,Unplaced,Marketing
CLG0092,98,8.07,7.7,4,No,6,3,3,No,Female,70.67,91.41,88.0,0,Unplaced,Marketing
CLG0075,96,7.06,6.75,9,No,3,4,5,No,Male,80.24,81.93,91.88,0,Unplaced,Marketing
CLG0066,109,8.27,8.74,8,No,8,4,0,No,Female,91.11,94.91,54.74,0,Unplaced,Marketing
CLG0081,111,9.98,10.03,9,Yes,5,8,1,Yes,Male,94.33,81.49,78.15,800000,Unplaced,HR
CLG0061,92,9.69,9.37,6,Yes,10,5,3,No,Male,93.79,87.04,88.09,0,Unplaced,Finance
CLG0046,91,5.02,5.36,9,Yes,7,8,2,No,Female,74.39,91.82,89.31,0,Unplaced,IT
CLG0029,95,9.43,9.33,4,Yes,1,8,1,No,Male,87.49,52.74,57.4,0,Unplaced,Marketing
CLG0032,65,5.33,5.73,3,Yes,4,6,1,No,Female,72.51,88.8,76.28,0,Unplaced,Operations
CLG0015,77,9.77,9.53,3,No,2,5,0,No,Male,62.44,80.69,92.88,0,Unplaced,Marketing
CLG0060,120,6.41,6.3,8,No,4,2,5,No,Female,88.06,53.48,65.93,0,Unplaced,Operations
CLG0082,124,6.91,6.91,2,Yes,7,1,0,No,Male,60.39,75.43,71.26,0,Unplaced,HR
CLG0028,96,5.46,5.85,6,No,5,7,0,No,Female,76.37,54.12,90.22,0,Unplaced,Operations
CLG0027,108,5.56,5.93,9,Yes,0,10,2,No,Male,73.18,86.8,54.47,0,Unplaced,IT
CLG0041,104,8.63,8.7,9,No,6,10,1,No,Female,87.74,77.33,92.97,0,Unplaced,Finance
CLG0047,146,9.72,9.44,8,Yes,9,7,4,Yes,Male,90.65,97.68,65.56,400000,Average,Operations
CLG0033,116,8.05,7.95,8,Yes,0,2,3,No,Female,72.16,59.16,50.07,0,Unplaced,Operations
CLG0044,98,8.58,9.06,1,Yes,0,3,0,No,Female,92.47,80.3,61.71,0,Unplaced,Finance
CLG0050,85,8.81,8.92,7,No,3,8,0,No,Female,71.76,60.58,54.48,0,Unplaced,IT
CLG0010,75,6.31,6.59,1,No,8,4,1,No,Male,77.85,80.7,54.62,0,Unplaced,Marketing
CLG0024,103,5.23,5.18,9,No,7,5,2,No,Female,89.08,86.13,84.64,0,Unplaced,Operations
CLG0034,88,5.01,5.04,3,No,9,7,0,No,Male,87.72,86.12,60.7,0,Unplaced,Finance
CLG0091,78,6.75,6.68,1,No,2,8,2,No,Female,99.49,90.75,96.74,0,Unplaced,HR
CLG0020,90,6.21,6.41,8,No,5,1,2,No,Male,69.01,92.68,75.82,0,Unplaced,Finance
CLG0025,83,5.31,5.66,7,No,0,7,4,No,Female,86.49,53.86,73.0,0,Unplaced,HR
CLG0055,125,5.9,5.91,2,Yes,9,3,2,No,Male,84.39,67.16,71.71,0,Unplaced,IT
CLG0090,113,5.62,5.6,7,Yes,0,5,4,No,Male,96.6,84.36,84.63,0,Unplaced,Marketing
CLG0043,99,9.57,9.41,5,No,5,1,3,No,Female,66.25,74.93,72.61,0,Unplaced,Finance
CLG0053,122,5.7,5.38,7,No,4,3,2,No,Male,90.07,59.53,56.43,0,Unplaced,Operations
CLG0085,101,7.69,8.13,10,Yes,5,5,3,No,Male,82.73,77.64,94.01,0,Unplaced,IT
CLG0050,87,7.97,7.79,7,No,8,1,2,No,Female,70.99,70.37,71.42,0,Unplaced,Finance
CLG0055,122,7.72,8.02,2,Yes,4,2,4,Yes,Male,78.98,69.5,53.7,800000,Unplaced,Operations
